1.9981959925  1.8580521936 
1.5485265697  2.0666937916 
1.4996352529  2.0965081675 
3.7250108171  3.5203976946 
1.2852431101  1.9228136387 
1.8317397376  2.5527589592 
1.1739322429  1.6884394902 
2.0496501343  1.5385190415 
1.6759385896  1.8323809738 
1.8843330040  1.7444720404 
4.2746088488  5.2557848198 
1.6160854975  1.5534315349 
2.5232328132  2.1391342157 
1.6500630993  1.1558915511 
2.4157216235  2.0182933841 
1.4604149612  2.8731409001 
1.9175223640  0.4130819509 
2.2216978565  1.4505719853 
4.4172681341  2.4973143672 
2.2492908241  1.6364664186 
4.5034206136  4.2381940900 
1.7138104341  1.7615487779 
2.7260158765  1.9239980356 
1.6439778120  1.9257421020 
2.7136918878  1.4325203241 
5.6004104199  2.8044419133 
5.1088090315  3.5503984103 
6.4113688654  4.5123603953 
1.5842272428  2.0053547234 
1.7571701255  2.0179073161 
3.8416815812  6.7087897321 
4.1999220639  5.8790009761 
1.8487899398  1.3695093996 
3.5818207578  3.0287510645 
2.2905294613  1.4852557353 
4.5213958744  4.7364474329 
3.1095741075  3.5289304666 
1.4894185116  2.5387195145 
1.5298128521  3.1795928397 
1.6447296714  2.2100863559 
1.9899519994  1.3017396359 
5.4248243119  3.7879082820 
4.2781206256  4.4475878963 
1.7905659000  1.9979733986 
1.3400297339  1.2532127988 
5.3451778312  4.2627261982 
4.6435341496  3.4126123182 
1.4754081515  1.7732893741 
1.6307785513  1.1463580753 
5.5960184601  5.8653802478 
1.2546244838  2.6845441581 
3.2449027241  3.8737951039 
3.5887367472  5.1597495860 
2.7320647341  0.9750915705 
3.3558092070  3.8456976750 
1.9644570136  1.0470009531 
2.4182588529  2.6495543757 
3.2147983808  2.8262497246 
0.8212241253  1.3084352305 
1.9204780549  1.8568008111 
3.8923430945  5.0993273662 
1.5804557866  1.0579870634 
5.0900499778  4.6920493276 
1.5092369481  2.0133845537 
3.7222274517  2.5637334042 
5.0829043244  5.1419598214 
4.1320340522  3.9388873473 
3.3678885883  3.8639771232 
2.5796749934  2.9598019665 
1.5395049330  1.7444692582 
2.3881469959  1.5433210012 
4.9366371518  3.2877828943 
1.8604383130  1.6014788244 
2.1911527088  1.5531918029 
3.4619817028  2.8777006444 
3.9819905852  2.2939181321 
1.9258700601  1.0260656320 
1.3063025883  1.2196046583 
1.7625735062  1.4999066135 
1.9709021759  1.6499748341 
1.8717528133  1.7237478963 
1.6423225167  1.7366540602 
5.4484960364  2.7143890222 
5.3416113624  4.0897240359 
1.6487660220  2.4617310010 
2.1326097445  1.1353946951 
2.4990126997  1.0751074674 
3.3272923953  4.7276673406 
1.7650853905  0.7323898950 
0.8781461300  1.4490717636 
1.0595966429  2.5308259306 
3.3972327228  3.2522903474 
1.3876525914  3.0245034506 
4.0492961557  4.9484045967 
3.7402005272  3.4794884798 
3.9705853415  3.2901643616 
1.4693383449  1.9410005896 
2.3083171309  4.9492521941 
1.2384145645  1.9894108526 
3.6278129024  5.7913797838 
4.3573564690  2.5902503986 
3.1032113930  2.2451424810 
3.0053841794  2.6136020131 
2.0317523016  1.2902592614 
1.3042552611  1.4143726160 
4.4142103995  3.7905446615 
1.6815750024  1.9079403926 
2.3014743145  1.0080099697 
5.1477048775  4.7310387604 
4.1507199680  2.1002727764 
1.8036691920  1.8861967417 
1.4052122022  1.4974732146 
1.4477235133  1.8400392499 
3.0781090805  4.7510624467 
4.8582253659  4.1823319082 
1.6731480416  2.3717930225 
2.5052294891  1.9821053202 
2.8130395076  3.4107810602 
3.7376911495  3.5599843326 
3.0512924603  4.8654292233 
4.0535122876  5.6806260704 
3.7610594348  3.6175786212 
3.1441824920  4.7825568912 
2.2781056244  1.8595387476 
2.1556247198  1.3825435173 
2.2017431350  1.4253166097 
4.4488619311  4.4757912622 
2.8863070251  4.0548542260 
2.3159874752  1.0787571978 
1.2895927960  2.4126120657 
3.9256938589  2.9066699474 
0.6163120814  0.9063595047 
4.6833284044  3.2050647544 
1.6948613597  2.0719154059 
2.2881125282  2.8103386762 
4.3616164169  3.0381698701 
4.0981133844  4.5787721847 
3.5409182979  3.0379603287 
1.9608027659  2.2475994653 
4.0558653604  4.2536161656 
3.7947070788  4.2555447818 
2.7163662804  2.6937930794 
1.2543081750  1.7093889173 
3.8784092622  3.5028270124 
2.9224246926  3.1133276099 
4.2582972654  2.2826193652 
1.7026282692  1.8424377553 
1.8995390025  1.6291184676 
2.2829244420  2.1829860098 
4.5306826759  4.5890478248 
1.1601921065  1.5560010209 
1.4423488395  1.7449663459 
5.1135647485  4.2128623358 
4.4715992757  5.3744875202 
3.6969604178  3.6155410942 
1.8874937958  1.7701430316 
4.5846257627  5.5851937260 
1.5917087488  0.8420899599 
4.4687361830  5.0676966903 
1.2823971941  0.5675468968 
1.7757664112  2.6000616855 
3.3720439168  2.8279987342 
2.0030158067  2.5416400635 
4.1338610112  3.9837169222 
1.7730543744  1.6185927234 
1.6344728319  1.0433582736 
1.3120744151  2.7376981133 
5.2119387224  5.2180573799 
1.9222546029  1.8715030087 
1.3427102421  1.1632649788 
2.5293993985  5.6705264020 
1.8970869988  3.0160950758 
3.2143365547  3.8972842377 
0.9978966665  1.3440726092 
4.3467015898  3.8570465019 
1.6597477202  1.6030068390 
1.5181381293  1.8285556031 
1.8730317196  2.7702144554 
2.0788668958  2.0892949937 
3.0237433678  3.7696052687 
2.5942396384  4.5106350942 
2.3477423759  2.2471947434 
5.2007642166  3.0104454788 
5.0988964913  3.5193814932 
1.8197545886  1.0436970310 
1.2010578946  1.8798063461 
1.6921286245  1.2688722084 
1.7514030053  1.8820538935 
3.1999404801  2.7416049436 
0.8604413141  1.6286947847 
1.5691728794  1.0750282488 
1.2514736237  2.0845591030 
2.0997720064  1.8862609675 
2.5823091488  1.7183852278 
2.2102717811  1.9409978203 
1.7542622919  1.7772525710 
2.1625787041  2.2746630914 
1.2728700112  1.2174976873 
1.1879168282  1.9106153032 
2.4491999495  1.9751846510 
1.4459695504  1.7816345294 
3.9458003486  3.3918697282 
1.3455482496  2.7126389015 
1.0832825551  1.3529128750 
0.4378277202  1.6610915105 
2.8279116516  4.0055145408 
2.0174384161  1.7089699747 
1.9365052914  1.3702506258 
2.6690770097  3.2756038361 
2.7981367695  4.4760389659 
1.7660296864  1.4637786220 
2.8977657970  4.5599704032 
4.7034645891  3.9432651699 
0.6938415324  2.5113592235 
1.0969868831  1.5345407009 
4.6277144995  4.2844532890 
5.3232058303  5.8495052634 
1.2311076075  2.2097604251 
1.9281969491  5.5417837497 
1.5390229586  0.8380084094 
1.9658299979  1.9286555891 
1.3459039674  1.5044282111 
2.1759108521  1.3416522515 
1.1834835182  1.9248148922 
2.2533052334  2.9116837694 
3.5023584635  4.1713989069 
2.0565872681  1.6058102017 
2.2636026631  1.2448486283 
1.9511317453  1.4912070392 
2.0896681025  1.9548439124 
5.4091999918  2.0988163623 
4.1415190137  3.2329878228 
5.7414534954  3.5914825722 
3.9714732675  5.1005377439 
1.5944856598  0.6776766771 
1.4788542375  1.4706606622 
3.6516283046  4.2599796432 
4.4711280512  4.5042720651 
3.0304183671  4.8354771584 
2.2314939343  1.7774135574 
4.0577661880  2.7121760407 
4.1083911105  3.6104311059 
2.6653226596  1.2500797706 
1.5972576345  2.4244036092 
1.8665686618  2.2759557779 
1.7677148762  2.1998958762 
2.7609434182  3.8270733185 
3.4454457491  2.8168432012 
1.7578034538  1.3686526301 
2.6074881574  5.0709959983 
1.4006565937  1.8592539397 
3.9456696408  3.1843841689 
1.4904252889  1.1955038918 
1.7944483210  1.3677793496 
4.7896867070  6.4267850213 
1.4979083660  1.0686990115 
2.7254333458  3.1524983663 
2.3702151590  1.8710374195 
2.0889884249  0.8402902199 
4.2482329465  4.2310210232 
1.1837528351  2.1726629047 
3.0300263514  3.7392799235 
4.0802540066  4.4837686203 
3.3155792964  4.3513929469 
4.8651263038  3.7148386905 
2.4696010145  5.6075182239 
2.0239846228  1.7576442997 
2.5329202652  4.4427723348 
1.8091872532  1.5267428382 
4.9377300046  5.9587838470 
2.5418941154  3.6584825265 
2.5781514837  1.9051142984 
4.6615891008  5.5430096171 
4.6904478323  5.0503533411 
4.4204347006  3.8126839500 
1.2301730490  2.0702229762 
1.7017348951  1.5805051180 
3.4627660183  3.1336044706 
4.2327944439  3.1634012671 
1.8456751762  4.1952609201 
5.0650512920  3.5618791916 
2.3293185591  2.1120482429 
1.4847295278  2.6725168742 
3.2077257183  4.1370910434 
3.3148183922  4.7314357261 
1.8371858433  1.3382260204 
2.0335146555  1.5643694350 
1.7205015429  1.6697394932 
3.7541081256  4.5112800946 
0.9151196924  2.0431896160 
1.6893585036  0.4809337202 
3.5461165390  5.3618122309 
1.5814290911  2.5631533850 
3.3243486488  2.6578146196 
2.3203248899  1.7919343475 
5.2121859659  4.7122832812 
3.0939175797  2.7463218427 
1.9685545138  1.9273363008 
3.6464824903  4.2925197633 
1.4880244130  1.9838762092 
1.1755232637  1.5054435063 
4.6005752847  5.7595798942 
1.5135660404  2.0147892522 
2.2108952928  1.4237296633 
5.6925656550  3.6987317701 
1.0913281573  2.0716548405 
4.5177909325  3.5590210648 
1.3619325954  1.2162315684 
2.7289345452  1.8484458800 
1.3731039643  2.6022784438 
2.0282119670  5.5003428827 
3.1764646688  4.0705339388 
2.9172239330  4.8178689069 
1.3152520933  1.0776497745 
1.8947014976  1.3112348296 
2.3635669111  4.7920765713 
3.6669492145  4.2007969390 
2.3402505929  1.9963031834 
3.6320726126  5.0279657341 
2.4775438374  2.2770598395 
1.6830031502  1.5879286162 
4.2641581352  4.0831919441 
5.1549236578  3.9730167407 
4.1521025133  4.8953584023 
1.2761717404  1.6895545408 
5.3036397663  2.7125660680 
0.7914470162  1.7630738759 
5.0045817303  2.5868220921 
1.3279762068  1.6027998799 
3.8213512370  3.6990223622 
3.8631298667  3.0999394399 
5.6882313013  5.0749858331 
3.8061325997  4.2227339032 
1.1137607537  1.9610225135 
1.7432353509  0.9266174310 
1.0092941747  1.3936807198 
1.5692096963  1.6331611654 
0.9570152220  1.0233175042 
3.7941776569  4.0360367730 
